Queue Pos.,Owner/Developer,Project Name,Date of IR,SP (MW),WP (MW),Type/ Fuel,County,State,Z,Interconnection Point,Utility ,S,Last Update,Availability of Studies,FS Complete/ SGIA Tender,Proposed In-Service,Proposed Initial-Sync,Proposed COD
725,"York Solar, LLC",York Solar,6/8/18,24.9,24.9,S,Livingston,NY,A,Line #863 - 69kV,NM-NG,0,11/30/18,,,,,
726,"Niagara Falls Solar, LLC",Niagara Falls Solar,6/8/18,24.9,24.9,S,Niagara,NY,A,Line #181 - 115kV,NM-NG,0,9/30/18,,,,,
727,"Alden Solar, LLC",Alden Solar,6/11/18,24.9,24.9,S,Erie,NY,A,Cold Springs - Pulteny 34.5kV,NYSEG,0,9/30/18,,,,,
728,"EDF Renewables Development, Inc.",Champlain Solar,6/11/18,20,20,S,Clinton,NY,E,Mason Corners-Sciota Flatrock 115kV,NYSEG,0,7/31/18,,,,,
729,"EDF Renewables Development, Inc.",Quiet Meadows Solar,6/11/18,20,20,S,Oneida,NY,E,Oneida - Oneida Energy 115kV,NM-NG,0,8/31/18,,,,,
730,"Darby Solar, LLC",CS Easton Solar 1,6/11/18,20,20,S,Washington,NY,F,Mohican - Schaghticoke 115kV,NM-NG,9,1/31/20,"FES, SIS",,Jan-21,Dec-20,Mar-21
731,"Branscomb Solar, LLC",CS Easton Solar 2,6/11/18,20,20,S,Washington,NY,F,Battenkill - Eastover 115kV,NM-NG,9,11/30/19,"FES, SIS",,Jan-21,Dec-20,Mar-21
732,"Machias Solar, LLC",Machias Solar,6/11/18,20,20,S,Cattaraugus,NY,A,Fivemile - Gardenville 115kV,NM-NG,0,12/31/18,,,,,
733,"Arcade Solar, LLC",Arcade Solar,6/11/18,19.9,19.9,S,Wyoming,NY,A,Arcade - Bliss 115kv,Village of Arcade,0,11/30/18,,,,,
734,ELP Ticonderoga Solar LLC,Ticonderoga Solar,6/12/18,20,20,S,Essex,NY,F,Ticonderoga 115kV - Republic Line 2,NM-NG,7,1/31/20,"FES, SIS",,Apr-21,May-21,May-21
735,ELP Stillwater Solar LLC,ELP Stillwater Solar,6/12/18,20,20,S,Saratoga,NY,F,Luther Forest - Mohican 115kV,NM-NG,9,9/30/19,"FES, SIS",,Jul-20,Jul-20,Aug-20
736,"Empire State Solar, LLC",Meads Hill Solar,6/12/18,20,20,S,Schuyler,NY,C,Montour Falls - Greenidge 115kV,NYSEG,0,11/30/18,,,,,
737,Equinor Wind US LLC,Empire Wind,6/12/18,816,816,W,New York,NY,J,Gowanus Substation 345kV,ConEd,9,9/30/19,SRIS,,Jun-23,Feb-24,Dec-24
738,Equinor Wind US LLC,Empire Wind II,6/12/18,816,816,W,Suffolk,NY,K,Ruland Rd. Substation 138kV,LIPA,9,9/30/19,SRIS,,Jun-23,Feb-24,Dec-24
739,Hecate Energy Cody Road LLC,Cody Road,6/12/18,19.9,19.9,W,Madison,NY,C,Fenner - Cortland 115kV,NM-NG,0,7/31/19,,,,,
740,Oakdale Battery Storage LLC,Oakdale Battery Storage,6/18/18,120,120,ES,Broome,NY,C,Oakdale Substation 115kV,NYSEG,5,2/28/19,,,Jul-21,May-21,Aug-21
741,"Bluestone Wind, LLC",Bluestone Battery Storage,7/2/18,10,10,ES,Broome,NY,E,Afton - Stilesville 115kV,NYSEG,5,11/30/18,,,Aug-20,Oct-20,Nov-20
742,"Consolidated Edison Co. of NY, Inc.",Astoria Storage on Demand,7/5/18,1.5,1.5,ES,Queens,NY,J,North Queens Substation,ConEd,5,9/30/19,,,Dec-19,May-20,Jun-20
743,Invenergy Solar Development North America LLC,Hornell Solar,7/16/18,20,20,S,Steuben,NY,C,Bennett 34.5kV,NYSEG,0,10/31/19,,,,,
744,"Granada Solar, LLC",Magruder Solar,7/18/18,20,20,S,Ulster,NY,G,East Walden - Modena 115kV,CHGE,7,11/30/19,SIS,,Nov-20,Nov-20,Dec-20
745,"Energy Storage Resources, LLC",Huckleberry Ridge Energy,7/25/18,100,100,ES,Orange,NY,G,Shoemaker-Westtown 69kV,O&R,5,1/31/19,,,Mar-22,Mar-22,Apr-22
746,"Energy Storage Resources, LLC",Peconic River Energy Storage,7/30/18,150,150,ES,Suffolk,NY,K,Brookhaven - Sills 138kV,LIPA,9,1/31/20,SRIS,,Feb-22,May-22,May-22
747,White Creek Solar LLC,White Creek Solar,7/30/18,100,100,S,Livingston,NY,A,Jones - Mortimer 115kV,NM-NG,0,10/31/18,,,,,
748,"Regan Solar, LLC",Grissom II Solar,8/9/18,20,20,S,Fulton,NY,F,Market Hill - Johnstown 69kV,NM-NG,9,1/31/20,SIS,,May-20,Jun-20,Dec-20
749,KCE NY 11 LLC,KCE NY 11,8/10/18,20,20,ES,Orange,NY,G,Coldenham Substation 115kV,CHGE,0,2/28/19,,,,,
750,"Calpine Mid Atlantic Development, LLC",Bethpage Storage,8/14/18,50,50,ES,Nassau,NY,K,Grumman Substation 69kV,LIPA,0,5/31/19,,,,,
751,"Calpine Mid Atlantic Development, LLC",Stony Brook Storage,8/14/18,24,24,ES,Suffolk,NY,K,8LR substation 69kV,LIPA,3,1/31/20,FES,,Jan-21,Mar-21,Jun-21
752,"Granada Solar, LLC (Conti)",Goldenrod Solar,8/15/18,90,90,S,Herkimer,NY,E,Meco - Rotterdam 115 kV,NM-NG,0,10/31/18,,,,,
753,"Granada Solar, LLC (Conti)",Blue Star Solar,8/15/18,100,100,S,Washington,NY,F,Mohican - Luther Forest 115kV,NM-NG,0,10/31/18,,,,,
754,"Anbaric Development Partners, LLC",New York Ocean Grid - Canal,8/20/18,800,800,W,Suffolk,NY,K,Canal Substation 138kV,LIPA,3,4/30/19,,,Jul-25,Nov-25,Dec-25
755,"Anbaric Development Partners, LLC",New York Ocean Grid - Shoreham,8/20/18,800,800,W,Suffolk,NY,K,Shoreham Substation 138kV,LIPA,3,1/31/20,FES,,Jul-25,Nov-25,Dec-25
756,"Rising Solar, LLC",Rising Solar II,8/24/18,20,20,S,Orange,NY,G,Sugarloaf Substation - 69kV,O&R,5,1/31/19,,,Oct-19,Oct-19,Oct-19
757,"Granada Solar, LLC",Monarda Solar,8/29/18,20,20,S,Herkimer,NY,E,Meco - Rotterdam 115 kV,NM-NG,0,12/31/18,,,,,
758,"Sithe/Independence Power Partners, LP",Sithe Independence,9/6/18,9,27,CC,Oswego,NY,C,Sithe 345kV Substation,NM-NG,7,12/31/19,SRIS,,I/S,I/S,I/S
759,"KCE NY 6, LLC",KCE NY 6,9/6/18,20,20,ES,Erie,NY,A,Gardenville - Bethlehem Steel Wind 115kV Line #150,NM-NG,9,12/31/19,SIS,,Sep-20,Oct-20,Oct-20
760,New York Power Authority,Moses-Adirondack,9/7/18,N/A,N/A,AC,St. Lawrence-Lewis,NY,"D, E",Moses - Adirondack 230kV,NYPA,5,12/31/19,,,Dec-20,N/A,N/A
761,Invenergy Solar Development LLC,Athens Energy Center,9/17/18,100,100,,Greene,NY,G,New Scotland - North Catskill 115kV,NM-NG,0,10/31/18,,,,,
762,Invenergy Storage Development LLC,Riverhead Storage Energy Center,9/17/18,75,75,ES,Suffolk,NY,K,Brookhaven - Edwards Ave 138kV,LIPA,4,12/31/19,FES,,Oct-21,Oct-21,Dec-21
763,Invenergy Solar Development LLC,Cicero Storage,9/25/18,10,10,ES,Onondaga,NY,C,Pine Grove Substation 13.2kV,NM-NG,0,1/31/20,,,,,
764,Bay State Wind LLC,NY Wind Canal,9/28/18,440,440,W,Suffolk,NY,K,Canal Substation 138kV,LIPA,5,9/30/19,,,Jan-23,May-23,Jan-24
765,Bay State Wind LLC,NY Wind Brookhaven,9/28/18,880,880,W,Suffolk,NY,K,Brookhaven 138kV,LIPA,5,6/30/19,,,Jan-23,May-23,Jan-24
766,Bay State Wind LLC,NY Wind Holbrook,9/28/18,880,880,W,Suffolk,NY,K,Holbrook 138kV,LIPA,4,6/30/19,,,Jan-23,May-23,Jan-24
767,Bay State Wind LLC,NY Wind Gowanus,9/28/18,1200,1200,W,New York,NY,J,Gowanus Substation 345kV,ConEd,3,6/30/19,,,Jan-23,Apr-24,May-24
768,"Janis Solar, LLC",Janis Solar,10/1/18,20,20,S,Broome,NY,C,Willet 34.5kV,NYSEG,9,12/31/19,SIS,,Sep-20,Sep-20,Oct-20
769,New York Power Authority,North County Energy Storage,10/5/18,20,20,ES,Franklin,NY,D,Willis Substation 115kV,NYPA,5,6/30/19,,,Apr-20,Apr-20,Apr-20
770,KCE NY8 LLC,KCE NY 8a,10/9/18,20,20,ES,Greene,NY,G,South Cairo Substation 13.2kV,CHGE,5,10/31/19,,,May-20,May-20,May-20
771,Mistral Wind LLC,Mistral Wind Alternative,10/10/18,20,20,W,Genesee,NY,B,N. Akron - Attica 34.5 kV,NM-NG,0,1/31/20,,,,,
772,"Hollyhock Solar, LLC",Hollyhock Solar,10/15/18,20,20,S,Albany,NY,F,Leeds - New Scotland 115kV,NM-NG,0,12/31/18,,,,,
773,"Charboneau Solar, LLC",Charboneau Solar,10/15/18,20,20,S,Essex,NY,F,Ticonderoga - Hague Road 115kV,NM-NG,0,4/30/19,,,,,
774,"EDF Renewables Development, Inc.",Tracy Solar Energy Centre,10/18/18,119,119,S,Jefferson,NY,E,Thousand Island - Lyme 115kV,NM-NG,5,4/30/19,,,Dec-22,Dec-22,Jan-23
775,"Puckett Solar, LLC",Puckett Solar,10/22/18,20,20,S,Chenango,NY,E,Chenango Forks Substation 34.5kV,NYSEG,9,12/31/19,SIS,,Mar-20,Mar-20,Apr-20
776,Greenidge Generation LLC,Greenidge Load,10/22/18,N/A,N/A,L,Yates,NY,C,Greenidge 115kV,NYSEG,5,9/30/19,,,Dec-19,N/A,N/A
777,"Community Energy Solar, LLC",White Creek Solar,11/1/18,135,135,S,Livingston,NY,B,Sta 82 - Sta 128 115kV,RG&E,5,4/30/19,,,Dec-21,Nov-21,Dec-21
778,Astoria Generating Company LP,Gowanus Gas Turbine Facility Repowering,11/8/18,549,588,CT,Kings,NY,J,Gowanus Substation 345kV,ConEd,9,1/31/20,SRIS,,May-24,May-24,May-24
779,Hecate Energy Gedney Hill LLC,Gedney Hill Solar,11/9/18,20,20,S,Albany,NY,G,New Baltimore - Westerlo 69kV,CHGE,5,1/31/20,FES,,Mar-20,Mar-20,Apr-20
780,Hecate Energy Johnstown LLC,Johnstown Solar,11/9/18,20,20,S,Schenectady,NY,F,Stoner - Rotterdam 115kV,NM-NG,5,6/30/19,,,Mar-20,Mar-20,Apr-20
781,New York Power Authority,Marcy South SSR Detection,12/3/18,N/A,N/A,AC,Delaware,NY,E,Fraser - Annex 345 kV Substation,NYPA,12,9/30/19,SIS,N/A,Dec-19,N/A,N/A
782,Invenergy Solar Development North America LLC,Hornell Storage,12/4/18,20,20,ES,Steuben,NY,C,Bennett 34.5kV,NYSEG,5,9/30/19,,,Oct-20,Oct-20,Dec-20
783,ConnectGen Chautauqua County LLC,South Ripley Solar,12/7/18,270,270,S,Chautauqua,NY,A,South Ripley Substation 230kV,NM-NG,5,1/31/20,FES,,Sep-22,Sep-22,Nov-22
784,"High Bridge Wind, LLC",High Bridge Battery,12/11/18,5,5,ES,Chenango,NY,E,E. Norwich - Jennison 115kV,NYSEG,5,9/30/19,,,Sep-21,Oct-21,Dec-21
785,ConnectGen Erie-Wyoming LLC,Erie-Wyoming County Solar,12/12/18,175,175,S,Wyoming,NY,C,Stolle Road - High Sheldon 230kV,NYSEG,3,5/31/19,,,Sep-22,Sep-22,Nov-22
786,"Ravenswood Development, LLC",Ravenswood Energy Storage,12/20/18,187,187,ES,Queens,NY,J,Rainey - Farragut 345kV,ConEd,5,9/30/19,,,Jan-21,Oct-20,Mar-21
787,"Levy Grid, LLC","Levy Grid, LLC",12/20/18,150,150,ES,Erie,NY,A,Gardenville Subsation 115kV,NM-NG,5,9/30/19,,,Apr-21,Apr-21,May-21
788,"Atlantic Shores Offshore Wind Project 3, LLC",Atlantic Shores Offshore Wind 7,1/14/19,880,880,W,Nassau,NY,K,East Garden City 345kV Substation,LIPA,3,2/28/19,,,Jun-25,Aug-25,Dec-25
789,"Atlantic Shores Offshore Wind Project 3, LLC (EDF)",Atlantic Shores Offshore Wind 8,1/14/19,880,880,W,Kings,NY,J,Gowanus Substation 345kV,ConEd,5,9/30/19,,,Jun-25,Aug-25,Dec-25
790,"Atlantic Shores Offshore Wind Project 2, LLC (EDF)",Atlantic Shores Offshore Wind 9,1/14/19,880,880,W,Richmond,NY,J,Fresh Kills 345kV,ConEd,5,9/30/19,,,Jun-25,Aug-25,Dec-25
791,Danskammer Energy LLC,Danskammer Energy Center,1/14/19,84.4,88.9,CC,Orange,NY,G,Danskammer 115kV Substation,CHGE,9,1/30/20,SRIS,,Oct-23,Oct-23,Oct-23
792,"Anbaric Development Partners, LLC",Long Island Offshore Wind Connection,1/29/19,300,300,W,Suffolk,NY,K,Ruland Road 138kV Substation,LIPA,5,12/31/19,,,Jul-25,Nov-25,Dec-25
793,"esVolta, LP",Ladybug Energy Storage,2/6/19,75,75,ES,Westchester,NY,I,Sprainbrook Substation,ConEd,0,7/31/19,,,,,
794,"esVolta, LP",Bluebird Energy Storage,2/6/19,40,40,ES,Westchester,NY,I,Dunwoodie Substation,ConEd,0,7/31/19,,,,,
795,"esVolta, LP",Appleseed Energy Storage,2/6/19,50,50,ES,Greene,NY,G,Leeds Substation,NM-NG,0,7/31/19,,,,,
800,"EDF Renewables Development, Inc.",Rich Road Solar Energy Center,2/20/19,240,240,S,St. Lawrence,NY,E,Moses - Adirondack 230kV,NYPA,3,9/30/19,,,Nov-24,Dec-24,Dec-24
801,"Prattsburgh Wind, LLC",Prattsburgh Wind Farm,2/21/19,147,147,W,Steuben,NY,C,Stoney Ridge - Canadaigua 230kV,NYSEG,2,9/30/19,,,Oct-22,Nov-22,Dec-22
802,"EDF Renewables Development, Inc.",Bunker Solar Energy Center,3/6/19,125,125,ES,Franklin,NY,D,Willis - Lyon Mt 115kV,NYSEG,3,9/30/19,,,Nov-23,Dec-23,Dec-23
803,"Yonkers Grid, LLC","Yonkers Grid, LLC",3/11/19,200,200,ES,Westchester,NY,I,Dunwoodie - 138kV Bus,ConEd,3,9/30/19,,,Apr-22,Apr-22,May-22
804,"KCE NY 10, LLC",KCE NY 10,3/22/19,20,20,ES,Erie,NY,A,Erie Substation 34.5kV,NYSEG,3,9/30/19,,,Aug-20,Aug-20,Sep-20
805,"Oxbow Hill Solar, LLC",Oxbow Hill Solar,3/22/19,140,140,S,Madison,NY,C,Fenner - Whitman 115kV,NM-NG,3,12/31/19,,,Aug-22,Sep-22,Sep-22
806,SED NY Holdings LLC,Limestone Solar,3/25/19,20,20,S,Fulton,NY,F,Stoner - Rotterdam 115kV,NM-NG,3,9/30/19,,,Oct-21,Nov-21,Nov-21
807,SED NY Holdings LLC,Hilltop Solar,3/28/19,20,20,S,Rensselaer,NY,F,Eastover - Schaghticoke 115kV,NM-NG,5,9/30/19,,,Oct-21,Nov-21,Nov-21
808,"Barrett Ridge Energy, LLC",Barrett Ridge Energy,4/1/19,107,107,ES,Orange,NY,G,Sugar Loaf - Vernon 115kV,CHGE,2,5/31/19,,,Mar-22,Jan-22,Mar-22
809,"Seven Creek Energy, LLC",Seven Creek Energy,4/1/19,240,240,ES,Chautauqua,NY,A,South Ripley Substation 230kV,NM-NG,2,5/31/19,,,Mar-22,Jan-22,Mar-22
811,Hecate Energy Cider Solar LLC,Cider Solar,4/3/19,800,800,S,Genesee,NY,A,Kintigh - Niagara 345kV,NYSEG,5,9/30/19,,,Aug-23,Oct-23,Dec-23
812,Diamond Generating Corporation,CWW 200 Wind,4/3/19,200,200,W,Erie,NY,A,Harbor Front 115kV,NM-NG,3,1/31/20,,,Dec-23,Dec-23,Dec-23
813,Diamond Generating Corporation,CWW 300 Wind,4/3/19,300,300,W,Erie,NY,A,Harbor Front 115kV,NM-NG,3,1/31/20,,,Dec-23,Dec-23,Dec-23
814,Diamond Generating Corporation,CWW 300 MW DUN,4/3/19,300,300,W,Chautauqua,NY,A,Dunkirk Substation 230kV,NM-NG,3,1/31/20,,,Dec-23,Dec-23,Dec-23
815,Bayonne Energy Center,Bayonne Energy Center III,4/5/19,49.8,49.8,ES,Kings,NY,J,Gowanus Substation 345kV,ConEd,5,12/31/19,,,Aug-22,Jan-21,Feb-21
816,LIPA,NNC TTC Increase,4/5/19,N/A,N/A,AC,Suffolk,NY,K,Northport Substation 138kV,LIPA,4,12/31/19,,,Dec-23,N/A,N/A
817,"Quogue Energy Storage, LLC",Quogue Energy Storage,4/12/19,20,20,ES,Suffolk,NY,K,Quogue Substation 69kV,LIPA,0,6/30/19,,,,,
818,"Setauket Energy Storage, LLC",Port Jeff 1-Terryville Energy Storage,4/15/19,20,20,ES,Suffolk,NY,K,Port Jefferson - Terryville 69kV,LIPA,0,6/30/19,,,,,
819,"Setauket Energy Storage, LLC",Port Jeff 2-Terryville Energy Storage,4/15/19,20,20,ES,Suffolk,NY,K,Port Jefferson - Terryville 69kV,LIPA,0,6/30/19,,,,,
820,"Setauket Energy Storage, LLC",Port Jeff 2-Stony Brook Energy Storage,4/15/19,20,20,ES,Suffolk,NY,K,Port Jefferson - Stony Brook 69kV,LIPA,0,6/30/19,,,,,
821,"Setauket Energy Storage, LLC",Port Jeff -Mt. Sinai Energy Storage,4/15/19,20,20,ES,Suffolk,NY,K,Port Jefferson - Mt. Sinai 69kV,LIPA,0,6/30/19,,,,,
822,Astoria Generating Company LP,Narrows Generating Barge Battery Energy Storage,4/15/19,58,58,ES,Kings,NY,J,Narrows Barge Feeder 23162,ConEd,5,9/30/19,,,Jul-22,Sep-22,Dec-22
823,"Wildwood Energy Storage, LLC",Wildwood Energy Storage,4/15/19,116.7,116.7,ES,Suffolk,NY,K,Wildwood Substation 138kV,LIPA,4,1/31/20,FES,,Sep-22,Oct-22,Dec-22
824,"Wildwood Energy Storage, LLC",Wildwood Shoreham Energy Storage,4/15/19,76.9,76.9,ES,Suffolk,NY,K,Shoreham Substation 69kV,LIPA,4,1/31/20,FES,,Oct-22,Nov-22,Dec-22
825,"Setauket Energy Storage, LLC",Setauket Energy Storage,4/15/19,76.9,76.9,ES,Suffolk,NY,K,Port Jefferson - Terryville 69kV,LIPA,4,1/31/20,FES,,Dec-21,Nov-21,Dec-21
826,NRG Astoria Storage LLC,Astoria Energy Storage 1,4/18/19,66,66,ES,Queens,NY,J,North Queens 27kV Bus,ConEd,4,6/30/19,,,May-22,Aug-22,Dec-21
827,NRG Arthur Kill Storage LLC,Arthur Kill Energy Storage 1,4/22/19,15,15,ES,Richmond,NY,J,Fresh Kills 13.8kV,ConEd,5,1/31/20,,,May-22,Aug-22,Oct-22
828,SED NY Holdings LLC,Valley Solar,4/24/19,20,20,S,Tioga,NY,C,Owego 34.5kV Substation,NYSEG,5,12/31/19,,,Oct-21,Nov-21,Nov-21
829,NRG Arthur Kill Storage LLC,Arthur Kill Energy Storage 2,4/24/19,60,60,ES,Richmond,NY,J,Arthur Kill 138kV,ConEd,0,1/31/20,,,,,
830,NRG Astoria Storage LLC,Astoria Energy Storage 2,4/26/19,79.9,79.9,ES,Queens,NY,J,Astoria West 138kV Substation,ConEd,5,12/31/19,,,Jan-24,Apr-24,Jun-24
831,Dimension NY 1 LLC,NY-19-0002 Sheredy,4/29/19,10.2,10.2,ES,Broome,NY,C,Northside Substation 34.5kV,NYSEG,0,1/31/20,,,,,
832,"Granada Solar, LLC",CS Hawthorn Solar,5/6/19,20,20,S,Rensselaer,NY,F,North Troy - Hoosick 115kV,NM-NG,3,12/31/19,,,Oct-20,Nov-20,Dec-20
833,"Granada Solar, LLC",CS Dolan Solar,5/6/19,20,20,S,Washington,NY,F,Battenkill - Mohican 115kV,NM-NG,5,12/31/19,,,Oct-20,Nov-20,Dec-20
834,"Astoria Generating Company, LP",Parking Lot Battery Energy Storage,5/7/19,79,79,ES,Queens,NY,J,Astoria West Substation 138kV,ConEd,4,6/30/19,,,Sep-22,Oct-22,Nov-22
835,"Astoria Generating Company, LP",Dock Battery Energy Storage,5/7/19,56.3,57.3,ES,Queens,NY,J,Astoria West Substation 138kV,ConEd,4,6/30/19,,,Sep-22,Oct-22,Nov-22
836,"Astoria Generating Company, LP",Dock Battery Energy Storage 2,5/7/19,56.3,56.3,ES,Queens,NY,J,Astoria East Substation 138kV,ConEd,4,6/30/19,,,Sep-22,Oct-22,Nov-22
837,"Astoria Generating Company, LP",Parking Lot Battery Energy Storage 2,5/7/19,79,79,ES,Queens,NY,J,Astoria East Substation 138kV,ConEd,4,6/30/19,,,Sep-22,Oct-22,Nov-22
838,NRG Astoria Storage LLC,Astoria Energy Storage 3,5/9/19,20,20,ES,Queens,NY,J,Astoria East 138kV Substation,ConEd,0,1/31/20,,,,,
839,NRG Astoria Storage LLC,Astoria Energy Storage 4,5/9/19,20,20,ES,Queens,NY,J,Astoria West 138kV Substation,ConEd,4,7/31/19,,,May-22,Aug-22,Oct-22
840,Hecate Grid Swiftsure LLC,Swiftsure Energy Storage,5/9/19,650,650,ES,Richmond,NY,J,Fresh Kills 345kV Substation,ConEd,5,12/31/19,,,May-22,Jun-22,Jun-22
841,"TJA Clean Energy, LLC",Sharon Springs Interconnection,5/10/19,20,20,S,Schoharie,NY,F,Sharon - Cobleskill 69kV Substation,NM-NG,3,1/31/20,,,Jun-21,May-22,Jun-22
842,"Mitsubishi Hitachi Power Systems Americas, Inc.",Comet Solar,5/17/19,20,20,S,Monroe,NY,B,Mortimer - Golah 115kV,NM-NG,0,1/31/20,,,,,
843,"Boralex US Development, LLC",NY37 Solar,5/17/19,20,20,S,Jefferson,NY,E,Coffeen - West Adams 115kV Substation,NM-NG,5,12/31/19,,,Oct-22,Nov-22,Dec-22
844,"Boralex US Development, LLC",NY37 Energy Storage,5/17/19,4,4,ES,Jefferson,NY,E,Coffeen - West Adams 115kV Substation,NM-NG,5,12/31/19,,,Oct-22,Nov-22,Dec-22
845,"sPower Development Company, LLC",Bloom Energy Storage Center,5/20/19,120,120,ES,Kings,NY,J,Farragut 345kV Substation,ConEd,2,9/30/19,,,Oct-23,Oct-23,Dec-23
846,"sPower Development Company, LLC",Rescue Energy Storage Center,5/20/19,300,300,ES,New York,NY,J,East 13th Street 138kV Substation,ConEd,2,7/31/19,,,Oct-23,Oct-23,Dec-23
847,"sPower Development Company, LLC",Chelsea Energy Storage Center,5/20/19,300,300,ES,New York,NY,J,West 49th St Substation 345kV,ConEd,2,7/31/19,,,Oct-23,Oct-23,Dec-23
848,SED NY Holdings LLC,Fairway Solar,5/20/19,20,20,S,St. Lawrence,NY,E,McIntyre - Colton 115kV Substation,NM-NG,5,12/31/19,,,Oct-21,Nov-21,Nov-21
849,"Somerset Operating Company, LLC",Somerset Load,5/21/19,250,250,L,Niagara,NY,A,Kintigh 345kV,NYSEG,4,6/30/19,,,Aug-20,N/A,N/A
850,"Cayuga Operating Company, LLC",Cayuga Load,5/21/19,50,50,L,Cayuga,NY,C,Milliken Substation,NYSEG,4,6/30/19,,,Oct-20,N/A,N/A
851,ConnectGen Madison County LLC,Madison County Solar,5/23/19,20,20,S,Madison,NY,E,Bouckville Substation,NYSEG,0,1/31/20,,,,,
852,"Niagara Dolomite Solar, LLC",Niagara Dolomite Solar,5/24/19,360,360,S,Niagara,NY,A,Robinson Rd - Stolle Rd 230kV,NYSEG,3,12/31/19,,,Sep-22,Sep-22,Oct-22
853,"Boralex US Development, LLC",NY16 Solar,5/24/19,19.9,19.9,S,Washington,NY,F,Mohican - Schaghticoke 115kV,NM-NG,5,12/31/19,,,Sep-23,Oct-23,Nov-23
854,"Boralex US Development, LLC",NY16 Energy Storage,5/24/19,4,4,ES,Washington,NY,F,Battenkill - Mohican 115kV,NM-NG,0,10/4/19,,,,,
855,"Boralex US Development, LLC",NY13 Solar,5/24/19,19.9,19.9,S,Washington,NY,F,Mohican - Schaghticoke 115kV,NM-NG,5,12/31/19,,,Sep-23,Oct-23,Nov-23
856,"Boralex US Development, LLC",NY13 Energy Storage,5/24/19,4,4,ES,Washington,NY,F,Battenkill - Mohican 115kV,NM-NG,0,10/4/19,,,,,
857,"EDF Renewables Development, Inc.",Columbia Solar Energy Center,5/28/19,350,350,S,Herkimer,NY,E,Edic - Marcy 345kV,NYPA,3,12/31/19,,,Sep-24,Oct-24,Oct-24
858,"EDF Renewables Development, Inc.",Genesee Road Solar Energy Center,5/28/19,350,350,S,Erie,NY,A,Stolle Rd - Five Mile Rd 345kV,NYSEG,4,12/31/19,,,Sep-24,Oct-24,Oct-24
859,"EDF Renewables Development, Inc.",Ridge View Solar Energy Center,5/28/19,350,350,S,Niagara,NY,A,Somerset - Dysinger 345kV,NYSEG,4,7/31/19,,,Sep-24,Oct-24,Oct-24
860,"EDF Renewables Development, Inc.",Rosalen Solar Energy Center,5/28/19,350,350,S,Steuben,NY,E,Edic - Fraser 345kV,NYPA,3,12/31/19,,,Sep-24,Oct-24,Oct-24
861,"Mitsubishi Hitachi Power Systems Americas, Inc.",Tonawanda Solar,5/29/19,20,20,S,Niagara,NY,B,Lockport - Batavia 115kV,NM-NG,3,1/31/20,,,Apr-21,Apr-21,May-21
862,"Mitsubishi Hitachi Power Systems Americas, Inc.",Farwell Solar,5/29/19,20,20,S,Orleans,NY,B,Lockport - Mortimer 115kV,NM-NG,3,1/31/20,,,Apr-21,Apr-21,May-21
863,"Mitsubishi Hitachi Power Systems Americas, Inc.",Coverdale Solar,5/29/19,20,20,S,Livingston,NY,C,Highbanks - South Perry 115kV,NYSEG,5,1/31/20,,,Apr-21,Apr-21,May-21
864,"Boralex US Development, LLC",NY38 Solar,5/29/19,120,120,S,Jefferson,NY,E,Coffeen - East Watertown 115kV,NM-NG,5,1/31/20,,,Jan-24,Feb-24,Mar-24
865,SED NY Holdings LLC,Flat Hill Solar,5/31/19,20,20,S,Herkimer,NY,E,Inghams - Little Falls Hydro Plant,NM-NG,5,1/31/20,,,Oct-21,Nov-21,Nov-21
866,"RES Americas Developments, Inc.",North Country Wind,6/3/19,298.2,298.2,W,Franklin,NY,D,Willis Substation 230kV,NYPA,2,7/31/19,,,Sep-23,Sep-23,Dec-23
867,Somerset Solar Development LLC,Somerset Solar Development LLC,6/3/19,20,20,S,Niagara,NY,A,Kintigh 345kV,NYSEG,0,1/31/20,,,,,
868,Cayuga Solar LLC,Cayuga Solar LLC,6/3/19,19.9,19.9,S,Cayuga,NY,C,Milliken Substation,NYSEG,0,1/31/20,,,,,
869,SED NY Holdings LLC,Tabletop Solar,6/4/19,80,80,S,Montgomery,NY,F,Clinton Substation 115kV,NM-NG,3,12/31/19,,,Sep-22,Sep-22,Oct-22
871,Invenergy Solar Project Development LLC,Verona Solar Energy Center I,6/5/19,250,250,S,Oneida,NY,C,Clay - Edic 345kV,NYPA,3,1/31/20,,,Oct-23,Oct-23,Dec-23
872,Invenergy Solar Project Development LLC,Taproot Solar Energy Energy,6/5/19,300,300,S,Montgomery,NY,E,Porter - Rotterdam 230kV,NM-NG,0,12/31/19,,,,,
873,Invenergy Solar Project Development LLC,Verona Solar Energy Center II,6/5/19,250,250,S,Oneida,NY,C,Clay - Edic 345kV,NYPA,3,1/31/20,,,Oct-23,Oct-23,Oct-23
875,"SL Portland, LLC",SL Portland Solar,6/6/19,19.9,19.9,S,Chautauqua,NY,A,Dunkirk - Falconer 115 kV,NM-NG,2,9/30/19,,,Dec-20,Dec-20,Dec-20
876,"SL Selkirk, LLC",SL Selkirk Solar,6/6/19,19.9,19.9,S,Albany,NY,F,New Scotland - Alps 345kV,NM-NG,0,10/31/19,,,,,
877,"SL York, LLC",SL York Solar,6/6/19,19.9,19.9,S,Livingston,NY,B,Golah - S. Perry 115 kV,NM-NG,4,1/31/20,,,Dec-20,Dec-20,Dec-20
